product_id,sku,product_name,description,category,subcategory,vendor_id,price,cost,currency,weight_kg,stock_quantity,reorder_level,rating,review_count,is_active,created_date,last_updated,tags,_source_file,_loaded_at
PRD-000090,SKU-87060,Essential Lipstick Collection,Our Essential Lipstick Collection combines style and functionality.,Beauty & Personal Care,Haircare,VND-008,692.23,245.21,USD,20.36,272,36,2.1,485,False,08/01/2023,2023-05-29T00:00:00,"beauty-personal-care,haircare,new-arrival,premium,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000091,SKU-98635,Essential Water Bottle,Premium essential water bottle designed for maximum performance.,Sports & Outdoors,Team Sports,VND-004,398.76,236.21,USD,22.02,142,39,1.0,2934,False,12-01-2024,2025-01-02T00:00:00,"sports-outdoors,team-sports,trending,new-arrival,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000092,SKU-47171,Deluxe Fitness Tracker,High-quality deluxe fitness tracker perfect for everyday use.,Sports & Outdoors,Team Sports,VND-004,344.37,224.83,USD,1.24,8,29,2.7,1302,true,22/10/2024,2025-03-11T00:00:00,"sports-outdoors,team-sports,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000093,SKU-95054,Classic Art Collection,High-quality classic art collection perfect for everyday use.,Books & Media,Fiction,VND-006,173.86,68.08,$,0.13,115,15,2.7,839,False,2022-06-30,2022-08-21T00:00:00,"books-media,fiction,sale,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000094,SKU-98753,Ultra Power Bank,High-quality ultra power bank perfect for everyday use.,,,VND-003,151.41,93.33,USD,18.73,226,25,2.5,2268,0,2020-06-26,2021-05-22T00:00:00,new-arrival,products.csv,2026-02-10T22:25:28.068809
PRD-000095,SKU-89551,Premium Running Shorts,Discover the ultimate premium running shorts for your needs.,Clothing,Kids' Wear,VND-005,514.42,350.72,USD,12.54,-24,14,3.2,136,no,10/10/2021,2022-08-06T00:00:00,"clothing,kids'-wear,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000096,SKU-62163,Essential Sports Bra,Premium essential sports bra designed for maximum performance.,Clothing,Men's Wear,VND-005,511.53,216.92,USD,13.46,158,37,4.1,1954,False,20/02/2021,2021-03-21T00:00:00,"clothing,men's-wear,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000097,SKU-17212,Professional Building Blocks,Our Professional Building Blocks combines style and functionality.,Toys & Games,Outdoor Toys,VND-007,316.19,196.94,USD,4.18,400,27,1.5,4291,0,14/06/2021,2021-07-16T00:00:00,"toys-games,outdoor-toys,premium,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000098,SKU-17266,Modern Bluetooth Speaker,Premium modern bluetooth speaker designed for maximum performance.,Electronics,Headphones,VND-002,504.6,262.97,USD,-2.97,439,36,1.7,1839,True,2021-05-15,2021-10-26T00:00:00,"electronics,headphones,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000099,SKU-25650,Compact Mystery Novel,Our Compact Mystery Novel combines style and functionality.,Books & Media,Fiction,VND-006,507.01,226.79,USD,11.68,167,41,2.2,1600,no,2022-07-24,2023-04-29T00:00:00,"books-media,fiction,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000100,SKU-55406,Advanced Wireless Headphones,High-quality advanced wireless headphones perfect for everyday use.,,,VND-001,639.57,371.17,USD,18.48,121,33,1.9,3755,yes,02/05/2020,2020-06-14T00:00:00,"bestseller,eco-friendly,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000101,SKU-67014,Advanced Card Game,High-quality advanced card game perfect for everyday use.,Toys & Games,Puzzles,VND-007,665.81,295.16,USD,8.02,103,23,2.9,3702,1,26-Apr-2024,2024-09-30T00:00:00,"toys-games,puzzles,sale,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000102,SKU-89076,Professional Tablet Pro,Discover the ultimate professional tablet pro for your needs.,Electronics,Smartwatches,VND-002,49.92,17.4,USD,1.32,89,13,2.8,1820,true,2022/04/08,2022-06-13T00:00:00,"electronics,smartwatches,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000103,SKU-43924,Classic Science Kit,Premium classic science kit designed for maximum performance.,Toys & Games,Board Games,VND-007,918.24,354.34,USD,21.2,482,21,2.5,2252,0,10-Dec-2020,2021-05-02T00:00:00,"toys-games,board-games,new-arrival,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000104,SKU-82179,Essential Hiking Backpack,Premium essential hiking backpack designed for maximum performance.,Sports & Outdoors,Water Sports,VND-004,484.23,180.1,USD,6.3,9,30,3.3,4891,1,05-20-2024,2024-09-09T00:00:00,"sports-outdoors,water-sports,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000105,SKU-86544,Classic Leather Belt,Experience the best in clothing with our Classic Leather Belt.,Clothing,Footwear,VND-005,999.6,665.33,USD,18.45,294,11,3.4,2880,0,2024/06/21,2025-04-07T00:00:00,"clothing,footwear,new-arrival,eco-friendly,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000106,SKU-21830,Deluxe Wireless Headphones,Experience the best in  with our Deluxe Wireless Headphones.,,,VND-008,65.6,29.48,US Dollar,20.18,410,35,4.4,4800,False,2021-10-24,2021-12-14T00:00:00,"sale,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000107,SKU-93789,Compact Food Processor,Discover the ultimate compact food processor for your needs.,Home & Kitchen,Storage,VND-003,961.05,358.31,USD,14.76,352,30,5.0,1809,True,2020-12-29,2021-11-21T00:00:00,"home-kitchen,storage,bestseller,trending,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000108,SKU-51879,ADVANCED TRAVEL GUIDE,Premium advanced travel guide designed for maximum performance.,Books & Media,Non-Fiction,VND-006,176.2,77.61,USD,5.32,402,34,4.5,830,yes,2020-01-03,2020-09-04T00:00:00,"books-media,non-fiction,premium,budget-friendly,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000109,SKU-14379,Professional Storage Container,Premium professional storage container designed for maximum performance.,Home & Kitchen,Cookware,VND-003,301.95,97.05,USD,18.33,47,31,1.7,1683,true,2023/06/10,2023-09-15T00:00:00,"home-kitchen,cookware,premium,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000110,SKU-16505,PREMIUM WOOL SWEATER,Our PREMIUM WOOL SWEATER combines style and functionality.,Clothing,Kids' Wear,VND-005,398.96,194.84,USD,2.28,245,26,2.9,746,yes,22/02/2020,2021-01-15T00:00:00,"clothing,kids'-wear,trending,new-arrival,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000111,SKU-44510,Smart Building Blocks,Premium smart building blocks designed for maximum performance.,Toys & Games,Action Figures,VND-007,445.33,235.62,USD,2.51,211,25,2.7,3901,no,22/04/2023,2023-09-22T00:00:00,"toys-games,action-figures,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000112,SKU-68856,CLASSIC SMART WATCH,High-quality classic smart watch perfect for everyday use.,Electronics,Smartphones,VND-001,181.14,92.0,USD,2.05,421,10,3.2,4813,1,04-Sep-2024,2025-05-29T00:00:00,"electronics,smartphones,bestseller,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000113,SKU-23133,Modern Water Filter,Discover the ultimate modern water filter for your needs.,Home & Kitchen,Bedding,VND-003,925.67,533.38,USD,6.68,242,13,2.6,3892,0,2021/07/18,2021-12-02T00:00:00,"home-kitchen,bedding,bestseller,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000114,SKU-99764,Deluxe Wool Sweater,High-quality deluxe wool sweater perfect for everyday use.,Clothing,Kids' Wear,VND-005,107.23,49.47,USD,16.17,421,43,1.6,4658,1,19-Sep-2022,2022-10-03T00:00:00,"clothing,kids'-wear,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000115,SKU-16626,Deluxe Tennis Racket,Our Deluxe Tennis Racket combines style and functionality.,Sports & Outdoors,Camping Gear,VND-004,918.84,380.43,USD,17.06,228,34,4.4,406,False,2024/11/17,2025-02-08T00:00:00,"sports-outdoors,camping-gear,budget-friendly,new-arrival,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000116,SKU-77276,Premium Bike Helmet,Premium premium bike helmet designed for maximum performance.,Sports & Outdoors,Team Sports,VND-004,29.84,17.04,USD,,129,49,2.8,3253,1,09-17-2021,2022-07-13T00:00:00,"sports-outdoors,team-sports,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000117,SKU-73142,Modern Self-Help Guide,Our Modern Self-Help Guide combines style and functionality.,Books & Media,Educational,VND-006,73.19,29.55,USD,16.32,123,36,3.9,3314,1,07-Jul-2024,2025-01-21T00:00:00,"books-media,educational,bestseller,eco-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000118,SKU-93665,Compact Running Shoes,Experience the best in sports & outdoors with our Compact Running Shoes.,Sports & Outdoors,Camping Gear,VND-004,787.04,347.96,USD,21.92,65,29,4.6,3444,false,25-Jan-2024,2024-07-12T00:00:00,"sports-outdoors,camping-gear,sale,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000119,SKU-93151,Classic Dress Shirt,Discover the ultimate classic dress shirt for your needs.,Clothing,Men's Wear,VND-005,587.73,359.44,USD,13.29,77,41,4.9,2724,true,02-14-2021,2022-01-03T00:00:00,"clothing,men's-wear,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000120,SKU-32099,Professional Smart Watch,Our Professional Smart Watch combines style and functionality.,Electronics,Headphones,VND-001,580.51,226.69,USD,10.14,19,32,0.0,2556,false,02-05-2024,2024-04-11T00:00:00,"electronics,headphones,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000121,SKU-49085,Compact Wool Sweater,Experience the best in clothing with our Compact Wool Sweater.,Clothing,Men's Wear,VND-005,948.97,423.84,Usd,3.43,384,12,1.1,3073,False,2024/07/20,2025-06-12T00:00:00,"clothing,men's-wear,budget-friendly,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000122,SKU-12587,Professional Webcam HD,Discover the ultimate professional webcam hd for your needs.,Electronics,Smartwatches,VND-001,57.74,33.92,USD,-5.22,215,17,2.7,2315,1,18-Sep-2023,2023-11-15T00:00:00,"electronics,smartwatches,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000123,SKU-36433,Compact Bike Helmet,Experience the best in sports & outdoors with our Compact Bike Helmet.,Sports & Outdoors,Team Sports,VND-004,364.33,241.15,USD,-12.07,45,24,4.1,3741,False,06-Sep-2024,2025-02-04T00:00:00,"sports-outdoors,team-sports,trending,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000124,SKU-57214,PROFESSIONAL WIRELESS HEADPHONES,High-quality professional wireless headphones perfect for everyday use.,Electronics,Smartphones,VND-002,803.57,550.38,USD,3.55,457,27,2.4,3159,yes,06-27-2023,2024-06-14T00:00:00,"electronics,smartphones,budget-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000125,SKU-17686,Smart Knife Set,Premium smart knife set designed for maximum performance.,Home & Kitchen,Appliances,VND-003,981.74,551.73,USD,4.61,14,10,2.6,4299,1,13/09/2024,2025-07-05T00:00:00,"home-kitchen,appliances,eco-friendly,new-arrival,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000126,SKU-73167,Compact Monitor Stand,Our Compact Monitor Stand combines style and functionality.,Electronics,Smartwatches,VND-002,352.28,162.51,USD,4.01,445,25,1.2,645,yes,2024/03/18,2024-11-08T00:00:00,"electronics,smartwatches,budget-friendly,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000127,SKU-25559,ESSENTIAL USB HUB,Premium essential usb hub designed for maximum performance.,,,VND-008,980.85,625.51,USD,13.77,493,31,2.5,4588,false,15-Sep-2021,2022-07-29T00:00:00,"trending,premium,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000128,SKU-39064,Modern Makeup Brush Set,Experience the best in beauty & personal care with our Modern Makeup Brush Set.,Beauty & Personal Care,Skincare,VND-008,12.16,7.66,USD,1.24,367,22,4.7,2768,no,2022-04-18,2022-06-12T00:00:00,"beauty-personal-care,skincare,bestseller,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000129,SKU-76086,Premium Webcam HD,Discover the ultimate premium webcam hd for your needs.,Electronics,Headphones,VND-002,143.28,99.12,USD,12.13,90,25,2.3,2241,yes,21/12/2020,2021-07-12T00:00:00,"electronics,headphones,sale,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000130,SKU-77147,Compact Blender Pro,Our Compact Blender Pro combines style and functionality.,Home & Kitchen,Decor,VND-003,305.91,161.6,USD,7.34,363,36,4.0,4373,0,30-Dec-2020,2021-05-25T00:00:00,"home-kitchen,decor,budget-friendly,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000131,SKU-97851,Modern Gaming Mouse,Discover the ultimate modern gaming mouse for your needs.,Electronics,Headphones,VND-002,66.03,33.3,USD,19.63,183,28,4.0,384,false,28-Jul-2020,2021-02-08T00:00:00,"electronics,headphones,trending,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000132,SKU-36619,Classic Children's Book,Experience the best in books & media with our Classic Children's Book.,Books & Media,Fiction,VND-006,624.35,326.31,USD,15.12,150,18,1.5,1318,1,2023-10-30,2024-08-24T00:00:00,"books-media,fiction,bestseller,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000133,SKU-52287,Modern Body Lotion,Discover the ultimate modern body lotion for your needs.,Beauty & Personal Care,Skincare,VND-008,600.9,339.71,USD,1.91,489,31,1.4,2955,false,19-May-2020,2020-10-16T00:00:00,"beauty-personal-care,skincare,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000134,SKU-68414,Classic Face Moisturizer,Our Classic Face Moisturizer combines style and functionality.,Beauty & Personal Care,Skincare,VND-008,247.93,163.46,USD,22.91,276,22,3.0,2624,1,20-Feb-2020,2020-11-09T00:00:00,"beauty-personal-care,skincare,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000135,SKU-97862,Professional Blender Pro,High-quality professional blender pro perfect for everyday use.,Home & Kitchen,Storage,VND-003,633.21,207.8,$,24.41,481,24,1.2,2118,1,06/11/2023,2024-06-01T00:00:00,"home-kitchen,storage,trending,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000136,SKU-51180,Smart Building Blocks,High-quality smart building blocks perfect for everyday use.,Toys & Games,Educational Toys,VND-007,539.48,333.78,USD,23.21,154,44,3.1,2416,yes,2021/07/30,2022-06-19T00:00:00,"toys-games,educational-toys,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000137,SKU-28530,Compact History Book,Experience the best in books & media with our Compact History Book.,Books & Media,Magazines,VND-006,-131.99,,USD,18.73,211,46,4.3,445,true,09-Oct-2024,2025-07-17T00:00:00,"books-media,magazines,premium,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000138,SKU-22871,Advanced Smart Watch,Experience the best in electronics with our Advanced Smart Watch.,Electronics,Smartwatches,VND-002,205.43,75.49,USD,7.2,248,30,2.5,2016,yes,06-16-2023,2023-10-07T00:00:00,"electronics,smartwatches,premium,budget-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000139,SKU-53458,Modern Casual Sneakers,High-quality modern casual sneakers perfect for everyday use.,Clothing,Women's Wear,VND-005,879.1,549.49,USD,15.21,71,47,4.6,3318,True,02-06-2021,2021-12-05T00:00:00,"clothing,women's-wear,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000140,SKU-39269,Ultra Casual Sneakers,Discover the ultimate ultra casual sneakers for your needs.,Clothing,Women's Wear,VND-005,892.51,503.17,USD,,122,19,1.6,3960,0,09-Jul-2024,2025-01-08T00:00:00,"clothing,women's-wear,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000141,SKU-40673,Advanced Face Mask Pack,Our Advanced Face Mask Pack combines style and functionality.,Beauty & Personal Care,Skincare,VND-008,52.37,23.36,USD,1.26,360,14,3.3,4232,yes,07-21-2023,2023-11-26T00:00:00,"beauty-personal-care,skincare,new-arrival,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000142,SKU-73191,Deluxe Remote Control Car,Our Deluxe Remote Control Car combines style and functionality.,Toys & Games,Educational Toys,VND-007,-888.29,,USD,7.09,308,47,2.9,1320,false,30/08/2020,2021-07-27T00:00:00,"toys-games,educational-toys,bestseller,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000143,SKU-27658,Premium Smart Watch,Experience the best in electronics with our Premium Smart Watch.,Electronics,Cameras,VND-001,633.24,245.54,USD,23.96,9,36,5.0,4922,true,01-30-2024,2024-04-12T00:00:00,"electronics,cameras,budget-friendly,new-arrival,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000144,SKU-88188,Professional Cotton T-Shirt,Discover the ultimate professional cotton t-shirt for your needs.,Clothing,Kids' Wear,VND-005,594.68,306.69,US Dollar,12.66,49,10,1.4,3534,0,13-Jun-2023,2024-03-06T00:00:00,"clothing,kids'-wear,sale,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000145,SKU-59969,Smart Board Game Classic,High-quality smart board game classic perfect for everyday use.,Toys & Games,Outdoor Toys,VND-007,357.0,205.31,USD,19.17,306,30,N/A,3349,false,04-16-2022,2022-10-18T00:00:00,"toys-games,outdoor-toys,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000146,SKU-65517,Essential Puzzle Set,Premium essential puzzle set designed for maximum performance.,Toys & Games,Educational Toys,VND-007,569.01,272.35,USD,12.11,129,20,4.4,821,false,03-29-2023,2023-07-16T00:00:00,"toys-games,educational-toys,trending,sale,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000147,SKU-10693,Smart USB Hub,Discover the ultimate smart usb hub for your needs.,Electronics,Headphones,VND-001,806.32,383.48,USD,9.33,476,22,4.1,4244,no,11-Jun-2023,2023-11-04T00:00:00,"electronics,headphones,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000148,SKU-95854,Essential Fitness Tracker,Discover the ultimate essential fitness tracker for your needs.,Sports & Outdoors,Fitness Equipment,VND-004,10.27,4.01,USD,,360,22,2.4,3725,1,03-Jul-2020,2021-01-25T00:00:00,"sports-outdoors,fitness-equipment,bestseller,sale,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000149,SKU-48568,Modern Dollhouse,Discover the ultimate modern dollhouse for your needs.,Toys & Games,Puzzles,VND-007,346.56,191.81,USD,17.39,394,24,2.9,1883,yes,2021/11/26,2022-05-06T00:00:00,"toys-games,puzzles,sale,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000150,SKU-62288,Ultra Power Bank,Experience the best in electronics with our Ultra Power Bank.,Electronics,Laptops,VND-001,676.95,429.55,USD,14.39,476,32,1.8,1277,false,18/10/2022,2022-12-11T00:00:00,"electronics,laptops,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000151,SKU-73214,Smart Hair Dryer,Discover the ultimate smart hair dryer for your needs.,Beauty & Personal Care,Personal Hygiene,VND-008,377.47,182.27,USD,22.91,295,17,2.4,4245,true,2022/12/12,2023-08-04T00:00:00,"beauty-personal-care,personal-hygiene,premium,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000152,SKU-52655,Modern Tablet Pro,Our Modern Tablet Pro combines style and functionality.,Electronics,Headphones,VND-001,367.98,230.24,USD,8.64,214,27,3.3,1931,false,02-01-2022,2022-11-12T00:00:00,"electronics,headphones,budget-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000153,SKU-11276,Compact Tennis Racket,Our Compact Tennis Racket combines style and functionality.,Sports & Outdoors,Camping Gear,VND-004,184.83,74.65,USD,7.57,203,33,3.5,4590,0,2020-11-30,2021-09-11T00:00:00,"sports-outdoors,camping-gear,sale,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000154,SKU-89374,Ultra Action Figure,Our Ultra Action Figure combines style and functionality.,Toys & Games,Educational Toys,VND-007,206.96,68.64,USD,12.24,195,31,3.4,1869,False,07/08/2022,2023-01-14T00:00:00,"toys-games,educational-toys,premium,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000155,SKU-57600,Ultra Winter Jacket,High-quality ultra winter jacket perfect for everyday use.,Clothing,Kids' Wear,VND-005,750.41,382.4,USD,5.94,383,15,2.9,851,yes,2020/12/07,2021-04-20T00:00:00,"clothing,kids'-wear,new-arrival,bestseller,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000156,SKU-68085,Premium Cotton T-Shirt,Discover the ultimate premium cotton t-shirt for your needs.,Clothing,Women's Wear,VND-005,630.21,298.71,USD,8.2,276,50,3.4,4372,0,2023/01/28,2023-07-05T00:00:00,"clothing,women's-wear,trending,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000157,SKU-64028,Ultra Mechanical Keyboard,High-quality ultra mechanical keyboard perfect for everyday use.,,,VND-004,267.2,122.35,USD,17.23,-28,20,1.8,3192,yes,06-22-2024,2025-01-01T00:00:00,sale,products.csv,2026-02-10T22:25:28.068809
PRD-000158,SKU-90375,Compact Gaming Mouse,Our Compact Gaming Mouse combines style and functionality. - Special: café,Electronics,Smartwatches,VND-002,809.49,334.19,USD,4.64,316,18,4.9,3591,False,05-Dec-2023,2023-12-09T00:00:00,"electronics,smartwatches,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000159,SKU-65082,Deluxe Cookware Set,Our Deluxe Cookware Set combines style and functionality.,Home & Kitchen,Decor,VND-003,318.45,144.55,USD,23.8,36,38,4.3,2024,false,06/01/2021,2021-01-23T00:00:00,"home-kitchen,decor,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000160,SKU-50908,Compact Webcam HD,Our Compact Webcam HD combines style and functionality. - Special: 中文,Electronics,Headphones,VND-002,936.84,284.4,USD,7.54,341,12,2.1,4760,false,19/08/2020,2021-08-07T00:00:00,"electronics,headphones,premium,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000161,SKU-75525,Premium Cookware Set,Premium premium cookware set designed for maximum performance.,Home & Kitchen,Cookware,VND-003,100.48,40.22,USD,13.46,162,12,1.1,3975,true,06-02-2024,2025-05-29T00:00:00,"home-kitchen,cookware,eco-friendly,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000162,SKU-55569,Smart Makeup Brush Set,High-quality smart makeup brush set perfect for everyday use.,Beauty & Personal Care,Personal Hygiene,VND-008,330.43,194.43,USD,11.29,-41,44,2.5,3174,0,2022/11/02,2023-02-07T00:00:00,"beauty-personal-care,personal-hygiene,premium,trending,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000163,SKU-52208,Ultra Coffee Maker,Discover the ultimate ultra coffee maker for your needs.,Home & Kitchen,Furniture,VND-003,119.35,36.43,USD,12.19,428,23,2.5,4025,False,30-Sep-2022,2022-11-09T00:00:00,"home-kitchen,furniture,budget-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000164,SKU-64519,Smart Gaming Mouse,Experience the best in electronics with our Smart Gaming Mouse.,Electronics,Cameras,VND-001,823.8,431.15,USD,20.88,265,45,3.6,3401,true,25/01/2024,2024-03-19T00:00:00,"electronics,cameras,eco-friendly,sale,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000165,SKU-82085,Smart Science Kit,Discover the ultimate smart science kit for your needs.,Toys & Games,Action Figures,VND-007,407.53,180.94,USD,13.8,211,38,2.5,3665,1,05-31-2022,2022-12-20T00:00:00,"toys-games,action-figures,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000166,SKU-21830,classic tablet pro,High-quality classic tablet pro perfect for everyday use.,Electronics,Cameras,VND-001,993.47,397.33,USD,20.57,283,26,1.6,2460,0,14-Mar-2023,2023-04-30T00:00:00,"electronics,cameras,trending,eco-friendly,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000167,SKU-85527,Premium Monitor Stand,Experience the best in electronics with our Premium Monitor Stand.,Electronics,Headphones,VND-002,821.31,264.18,USD,23.05,222,43,4.4,337,yes,2024-11-12,2025-04-24T00:00:00,"electronics,headphones,eco-friendly,new-arrival,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000168,SKU-61495,Professional Hiking Backpack,Discover the ultimate professional hiking backpack for your needs.,Sports & Outdoors,Fitness Equipment,VND-004,971.32,508.7,USD,3.79,381,41,3.8,3238,no,03-28-2022,2023-02-24T00:00:00,"sports-outdoors,fitness-equipment,new-arrival,eco-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000169,SKU-66369,Essential Water Bottle,Premium essential water bottle designed for maximum performance.,Sports & Outdoors,Fitness Equipment,VND-004,330.17,119.65,USD,8.68,86,15,4.3,920,0,2023/06/16,2023-07-13T00:00:00,"sports-outdoors,fitness-equipment,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000170,SKU-24585,Compact Blender Pro,Discover the ultimate compact blender pro for your needs.,Home & Kitchen,Cookware,VND-003,312.06,127.48,USD,6.54,72,39,1.7,68,0,2023-09-30,2023-11-03T00:00:00,"home-kitchen,cookware,premium,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000171,SKU-95119,Professional Children's Book,Discover the ultimate professional children's book for your needs.,Books & Media,Fiction,VND-006,392.65,172.26,USD,2.29,287,32,3.0,2911,True,2020-02-14,2020-12-30T00:00:00,"books-media,fiction,new-arrival,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000172,SKU-13862,Advanced Sports Bra,Premium advanced sports bra designed for maximum performance.,Clothing,Kids' Wear,VND-005,944.69,333.2,USD,9.62,320,18,4.6,4759,1,04/05/2022,2023-02-05T00:00:00,"clothing,kids'-wear,budget-friendly,new-arrival,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000173,SKU-29025,Professional Dress Shirt,Our Professional Dress Shirt combines style and functionality.,Clothing,Footwear,VND-005,659.66,399.08,USD,4.68,15,49,1.8,2186,True,2022/04/27,2023-03-03T00:00:00,"clothing,footwear,eco-friendly,new-arrival,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000174,SKU-72469,Advanced Camping Tent,Experience the best in sports & outdoors with our Advanced Camping Tent.,Sports & Outdoors,Fitness Equipment,VND-004,142.74,92.33,USD,3.52,391,41,1.3,2661,no,2021/07/06,2022-02-25T00:00:00,"sports-outdoors,fitness-equipment,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000175,SKU-59856,Smart Outdoor Play Set,Experience the best in toys & games with our Smart Outdoor Play Set.,Toys & Games,Puzzles,VND-007,722.99,328.93,USD,,55,50,2.6,403,1,2024-08-20,2024-11-25T00:00:00,"toys-games,puzzles,trending,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000176,SKU-48590,Ultra Casual Sneakers,Our Ultra Casual Sneakers combines style and functionality.,Clothing,Footwear,VND-005,616.99,402.91,USD,18.09,480,15,1.7,2048,false,24/01/2023,2023-07-08T00:00:00,"clothing,footwear,premium,budget-friendly,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000177,SKU-93109,Compact Monitor Stand,Experience the best in electronics with our Compact Monitor Stand.,Electronics,Smartphones,VND-002,369.3,218.65,USD,9.58,289,38,3.8,2365,1,01/11/2024,2025-09-17T00:00:00,"electronics,smartphones,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000178,SKU-43175,Premium Food Processor,Our Premium Food Processor combines style and functionality.,Home & Kitchen,Cookware,VND-003,22.08,8.26,USD,14.76,40,13,3.2,2859,True,14/01/2020,2020-02-01T00:00:00,"home-kitchen,cookware,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000179,SKU-16426,Modern Monitor Stand,Our Modern Monitor Stand combines style and functionality.,Electronics,Tablets,VND-001,117.79,75.07,USD,14.35,383,14,2.5,2398,yes,2020-03-14,2020-11-10T00:00:00,"electronics,tablets,bestseller",products.csv,2026-02-10T22:25:28.068809
