product_id,vendor_id,sku,product_name,description,category,subcategory,currency,price,cost,stock_quantity,reorder_level,weight_kg,rating,review_count,is_active,tags,created_date,last_updated,source_file,loaded_at
PRD-000071,VND-007,SKU-94656,Deluxe Card Game,Experience the best in toys & games with our Deluxe Card Game.,Toys & Games,Action Figures,USD,964.13,548.98,178,44,16.58,4.0,3474,false,"toys-games,action-figures,budget-friendly,new-arrival",2023/01/05,2023-10-04,products.csv,2026-02-11T07:14:54.110402
PRD-000024,VND-004,SKU-49618,Premium Tennis Racket,Experience the best in sports & outdoors with our Premium Tennis Racket.,Sports & Outdoors,Camping Gear,USD,24.0,15.09,6,35,15.98,2.0,4028,false,"sports-outdoors,camping-gear,premium,budget-friendly,bestseller",2022/08/19,2022-09-25,products.csv,2026-02-11T07:14:54.110402
PRD-000238,VND-006,SKU-74392,Deluxe Mystery Novel,Discover the ultimate deluxe mystery novel for your needs.,Books & Media,Non-Fiction,USD,766.03,267.7,239,15,4.66,3.0,1668,true,"books-media,non-fiction,budget-friendly",2022-10-10,2023-03-04,products.csv,2026-02-11T07:14:54.110402
PRD-000379,VND-008,SKU-62178,Deluxe Sunscreen SPF50,Our Deluxe Sunscreen SPF50 combines style and functionality.,Beauty & Personal Care,Skincare,USD,707.76,470.62,400,27,7.34,4.2,3977,true,"beauty-personal-care,skincare,premium,bestseller",02-25-2023,2023-06-17,products.csv,2026-02-11T07:14:54.110402
PRD-000403,VND-005,SKU-12453,Deluxe Workout Leggings,Discover the ultimate deluxe workout leggings for your needs.,Clothing,Men's Wear,USD,784.22,526.96,113,10,2.52,3.4,2809,false,"clothing,men's-wear,sale,trending",12-Aug-2021,2022-02-02,products.csv,2026-02-11T07:14:54.110402
PRD-000035,VND-006,SKU-28449,Essential History Book,Our Essential History Book combines style and functionality.,Books & Media,Entertainment,USD,756.6,326.25,344,49,0.45,1.9,1813,true,"books-media,entertainment,premium",20-Jun-2021,2022-05-17,products.csv,2026-02-11T07:14:54.110402
PRD-000017,VND-006,SKU-76162,Ultra Travel Guide,Our Ultra Travel Guide combines style and functionality.,Books & Media,Magazines,USD,432.46,153.67,248,24,21.01,2.3,3137,false,"books-media,magazines,premium",2021/07/16,2022-07-06,products.csv,2026-02-11T07:14:54.110402
PRD-000116,VND-004,SKU-77276,Premium Bike Helmet,Premium premium bike helmet designed for maximum performance.,Sports & Outdoors,Team Sports,USD,29.84,17.04,129,49,,2.8,3253,true,"sports-outdoors,team-sports,bestseller",09-17-2021,2022-07-13,products.csv,2026-02-11T07:14:54.110402
PRD-000414,VND-008,SKU-88820,Deluxe Makeup Brush Set,Experience the best in beauty & personal care with our Deluxe Makeup Brush Set.,Beauty & Personal Care,Makeup,USD,278.03,138.55,347,21,6.68,2.3,537,false,"beauty-personal-care,makeup,sale,bestseller,trending",2021/09/24,2022-05-03,products.csv,2026-02-11T07:14:54.110402
PRD-000490,VND-008,SKU-46630,Smart Sunscreen SPF50,Premium smart sunscreen spf50 designed for maximum performance. - Special: 中文,Beauty & Personal Care,Haircare,USD,116.3,55.2,227,43,5.88,2.1,2804,false,"beauty-personal-care,haircare,trending",2024/02/22,2024-08-04,products.csv,2026-02-11T07:14:54.110402
PRD-000120,VND-001,SKU-32099,Professional Smart Watch,Our Professional Smart Watch combines style and functionality.,Electronics,Headphones,USD,580.51,226.69,19,32,10.14,0.0,2556,false,"electronics,headphones,trending",02-05-2024,2024-04-11,products.csv,2026-02-11T07:14:54.110402
PRD-000081,VND-002,SKU-68830,Professional Mechanical Keyboard,Experience the best in electronics with our Professional Mechanical Keyboard.,Electronics,Smartphones,USD,561.41,228.81,211,27,-19.63,1.7,4039,true,"electronics,smartphones,new-arrival",22-Jun-2020,2020-09-04,products.csv,2026-02-11T07:14:54.110402
PRD-000134,VND-008,SKU-68414,Classic Face Moisturizer,Our Classic Face Moisturizer combines style and functionality.,Beauty & Personal Care,Skincare,USD,247.93,163.46,276,22,22.91,3.0,2624,true,"beauty-personal-care,skincare,bestseller",20-Feb-2020,2020-11-09,products.csv,2026-02-11T07:14:54.110402
PRD-000297,VND-007,SKU-86072,Modern Science Kit,High-quality modern science kit perfect for everyday use.,Toys & Games,Action Figures,USD,867.19,390.78,107,37,11.1,4.4,1378,true,"toys-games,action-figures,sale",12/03/2024,2024-04-09,products.csv,2026-02-11T07:14:54.110402
PRD-000411,VND-007,SKU-55116,Compact Stuffed Animal,Our Compact Stuffed Animal combines style and functionality.,Toys & Games,Puzzles,USD,647.4,362.54,247,32,16.24,1.6,4086,false,"toys-games,puzzles,premium,bestseller,eco-friendly",2020-01-30,2020-09-21,products.csv,2026-02-11T07:14:54.110402
PRD-000214,VND-001,SKU-66051,Advanced Gaming Mouse,Premium advanced gaming mouse designed for maximum performance.,Electronics,Headphones,USD,375.92,125.72,212,23,2.28,2.7,2484,false,"electronics,headphones,sale,bestseller,eco-friendly",14/08/2021,2022-04-14,products.csv,2026-02-11T07:14:54.110402
PRD-000212,VND-006,SKU-14546,Deluxe History Book,Experience the best in books & media with our Deluxe History Book. - Special: 日本語,Books & Media,Non-Fiction,USD,668.89,327.46,476,28,,3.2,4699,true,"books-media,non-fiction,budget-friendly",2020/10/24,2021-09-30,products.csv,2026-02-11T07:14:54.110402
PRD-000168,VND-004,SKU-61495,Professional Hiking Backpack,Discover the ultimate professional hiking backpack for your needs.,Sports & Outdoors,Fitness Equipment,USD,971.32,508.7,381,41,3.79,3.8,3238,false,"sports-outdoors,fitness-equipment,new-arrival,eco-friendly,premium",03-28-2022,2023-02-24,products.csv,2026-02-11T07:14:54.110402
PRD-000179,VND-001,SKU-16426,Modern Monitor Stand,Our Modern Monitor Stand combines style and functionality.,Electronics,Tablets,USD,117.79,75.07,383,14,14.35,2.5,2398,true,"electronics,tablets,bestseller",2020-03-14,2020-11-10,products.csv,2026-02-11T07:14:54.110402
PRD-000177,VND-002,SKU-93109,Compact Monitor Stand,Experience the best in electronics with our Compact Monitor Stand.,Electronics,Smartphones,USD,369.3,218.65,289,38,9.58,3.8,2365,true,"electronics,smartphones,bestseller",01/11/2024,2025-09-17,products.csv,2026-02-11T07:14:54.110402
PRD-000044,VND-007,SKU-91018,Essential Board Game Classic,High-quality essential board game classic perfect for everyday use.,Toys & Games,Educational Toys,USD,465.49,275.08,173,19,13.15,1.8,1935,false,"toys-games,educational-toys,sale",14/05/2024,2024-07-05,products.csv,2026-02-11T07:14:54.110402
PRD-000025,VND-003,SKU-21164,Smart Food Processor,High-quality smart food processor perfect for everyday use.,Home & Kitchen,Bedding,USD,993.97,546.89,440,26,13.11,4.0,665,false,"home-kitchen,bedding,new-arrival",05-28-2022,2022-08-16,products.csv,2026-02-11T07:14:54.110402
PRD-000053,VND-001,SKU-94252,Deluxe Smart Watch,Discover the ultimate deluxe smart watch for your needs.,Electronics,Cameras,USD,183.33,110.24,22,22,19.43,4.3,2343,true,"electronics,cameras,budget-friendly",03-26-2020,2020-09-24,products.csv,2026-02-11T07:14:54.110402
PRD-000127,VND-008,SKU-25559,ESSENTIAL USB HUB,Premium essential usb hub designed for maximum performance.,,,USD,980.85,625.51,493,31,13.77,2.5,4588,false,"trending,premium,sale",15-Sep-2021,2022-07-29,products.csv,2026-02-11T07:14:54.110402
PRD-000118,VND-004,SKU-93665,Compact Running Shoes,Experience the best in sports & outdoors with our Compact Running Shoes.,Sports & Outdoors,Camping Gear,USD,787.04,347.96,65,29,21.92,4.6,3444,false,"sports-outdoors,camping-gear,sale,eco-friendly",25-Jan-2024,2024-07-12,products.csv,2026-02-11T07:14:54.110402
PRD-000005,VND-001,SKU-76542,Compact Monitor Stand,Our Compact Monitor Stand combines style and functionality.,Electronics,Cameras,USD,913.49,362.06,-21,46,4.12,4.3,645,true,"electronics,cameras,trending,bestseller,eco-friendly",2022-09-27,2022-11-09,products.csv,2026-02-11T07:14:54.110402
PRD-000395,VND-001,SKU-54128,Modern Smart Watch,Experience the best in electronics with our Modern Smart Watch.,Electronics,Headphones,USD,651.39,273.63,294,24,0.64,2.5,4153,true,"electronics,headphones,trending,sale",2024/02/05,2024-03-31,products.csv,2026-02-11T07:14:54.110402
PRD-000088,VND-007,SKU-60293,Ultra Dollhouse,Premium ultra dollhouse designed for maximum performance.,Toys & Games,Puzzles,USD,428.8,199.93,443,38,4.76,3.0,4003,false,"toys-games,puzzles,eco-friendly",2020/01/20,2020-04-14,products.csv,2026-02-11T07:14:54.110402
PRD-000400,VND-007,SKU-54186,Compact Outdoor Play Set,Our Compact Outdoor Play Set combines style and functionality.,Toys & Games,Board Games,USD,948.71,490.58,250,21,1.31,3.7,2402,true,"toys-games,board-games,bestseller,trending",12-Apr-2020,2020-10-11,products.csv,2026-02-11T07:14:54.110402
PRD-000079,VND-002,SKU-14312,Classic Monitor Stand,Discover the ultimate classic monitor stand for your needs.,,,USD,187.55,93.83,288,32,20.54,4.0,439,false,"new-arrival,bestseller",2024/09/05,2024-10-25,products.csv,2026-02-11T07:14:54.110402
PRD-000459,VND-004,SKU-60711,Classic Bike Helmet,Experience the best in sports & outdoors with our Classic Bike Helmet.,Sports & Outdoors,Fitness Equipment,USD,327.19,189.77,31,14,7.27,4.5,1541,false,"sports-outdoors,fitness-equipment,budget-friendly,new-arrival",2022-11-05,2023-02-08,products.csv,2026-02-11T07:14:54.110402
PRD-000209,VND-002,SKU-86037,Classic Mechanical Keyboard,Premium classic mechanical keyboard designed for maximum performance.,Electronics,Smartwatches,USD,872.41,419.45,176,33,17.04,3.7,537,true,"electronics,smartwatches,bestseller,budget-friendly",23-Oct-2022,2023-01-27,products.csv,2026-02-11T07:14:54.110402
PRD-000048,VND-003,SKU-76648,Classic Storage Container,Discover the ultimate classic storage container for your needs.,Home & Kitchen,Storage,USD,368.2,198.42,432,19,5.74,2.3,1329,true,"home-kitchen,storage,budget-friendly,eco-friendly,new-arrival",05-Nov-2022,2023-02-05,products.csv,2026-02-11T07:14:54.110402
PRD-000093,VND-006,SKU-95054,Classic Art Collection,High-quality classic art collection perfect for everyday use.,Books & Media,Fiction,$,173.86,68.08,115,15,0.13,2.7,839,false,"books-media,fiction,sale,budget-friendly",2022-06-30,2022-08-21,products.csv,2026-02-11T07:14:54.110402
PRD-000208,VND-006,SKU-45361,Classic Cookbook,Discover the ultimate classic cookbook for your needs.,Books & Media,Educational,USD,701.06,367.57,186,23,23.31,2.5,1133,false,"books-media,educational,eco-friendly",2020/08/15,2021-02-02,products.csv,2026-02-11T07:14:54.110402
PRD-000110,VND-005,SKU-16505,PREMIUM WOOL SWEATER,Our PREMIUM WOOL SWEATER combines style and functionality.,Clothing,Kids' Wear,USD,398.96,194.84,245,26,2.28,2.9,746,true,"clothing,kids'-wear,trending,new-arrival,sale",22/02/2020,2021-01-15,products.csv,2026-02-11T07:14:54.110402
PRD-000205,VND-007,SKU-19637,Ultra Puzzle Set,High-quality ultra puzzle set perfect for everyday use.,Toys & Games,Outdoor Toys,USD,476.27,230.24,323,20,9.74,1.2,2814,false,"toys-games,outdoor-toys,eco-friendly,new-arrival",06/07/2021,2021-10-26,products.csv,2026-02-11T07:14:54.110402
PRD-000007,VND-006,SKU-97684,Smart Technical Manual,High-quality smart technical manual perfect for everyday use.,Books & Media,Magazines,USD,490.55,290.06,220,16,20.21,4.9,2036,true,"books-media,magazines,eco-friendly",2022/04/21,2022-07-28,products.csv,2026-02-11T07:14:54.110402
PRD-000061,VND-008,SKU-16377,Deluxe Hair Dryer,Discover the ultimate deluxe hair dryer for your needs.,Beauty & Personal Care,Haircare,USD,60.03,28.82,391,45,10.83,3.2,2291,true,"beauty-personal-care,haircare,eco-friendly,bestseller,new-arrival",2020/04/02,2021-02-15,products.csv,2026-02-11T07:14:54.110402
PRD-000034,VND-008,SKU-56179,Ultra Shampoo Formula,Experience the best in beauty & personal care with our Ultra Shampoo Formula.,Beauty & Personal Care,Haircare,USD,226.8,116.2,374,27,7.79,4.1,1347,false,"beauty-personal-care,haircare,budget-friendly,sale",08-27-2021,2022-01-05,products.csv,2026-02-11T07:14:54.110402
PRD-000479,VND-002,SKU-20874,Professional Power Bank,Premium professional power bank designed for maximum performance.,Electronics,Tablets,USD,252.93,170.53,282,38,15.13,3.7,566,true,"electronics,tablets,trending",2024/10/16,2025-06-30,products.csv,2026-02-11T07:14:54.110402
PRD-000049,VND-008,SKU-41133,Deluxe Perfume Essence,Our Deluxe Perfume Essence combines style and functionality.,Beauty & Personal Care,Fragrances,USD,969.88,607.88,188,48,20.23,3.0,1133,true,"beauty-personal-care,fragrances,premium",2023/03/14,2023-07-20,products.csv,2026-02-11T07:14:54.110402
PRD-000316,VND-007,SKU-66872,Ultra Science Kit,Premium ultra science kit designed for maximum performance.,Toys & Games,Outdoor Toys,USD,374.94,149.26,331,35,4.8,1.8,821,true,"toys-games,outdoor-toys,premium",27/09/2021,2022-06-23,products.csv,2026-02-11T07:14:54.110402
PRD-000441,VND-007,SKU-33984,Modern Science Kit,High-quality modern science kit perfect for everyday use.,Toys & Games,Action Figures,USD,104.89,35.47,41,10,5.1,1.2,4334,false,"toys-games,action-figures,sale",2024-03-19,2024-03-25,products.csv,2026-02-11T07:14:54.110402
PRD-000366,VND-005,SKU-13406,modern workout leggings,Discover the ultimate modern workout leggings for your needs.,Clothing,Accessories,USD,910.94,442.17,400,46,18.17,3.9,4655,true,"clothing,accessories,new-arrival,trending",2024-02-15,2024-11-06,products.csv,2026-02-11T07:14:54.110402
PRD-000422,VND-005,SKU-13577,Essential Cotton T-Shirt,High-quality essential cotton t-shirt perfect for everyday use.,Clothing,Women's Wear,USD,145.93,50.88,204,23,18.52,1.7,985,true,"clothing,women's-wear,eco-friendly,sale,premium",2024/04/27,2025-01-02,products.csv,2026-02-11T07:14:54.110402
PRD-000139,VND-005,SKU-53458,Modern Casual Sneakers,High-quality modern casual sneakers perfect for everyday use.,Clothing,Women's Wear,USD,879.1,549.49,71,47,15.21,4.6,3318,true,"clothing,women's-wear,bestseller",02-06-2021,2021-12-05,products.csv,2026-02-11T07:14:54.110402
PRD-000146,VND-007,SKU-65517,Essential Puzzle Set,Premium essential puzzle set designed for maximum performance.,Toys & Games,Educational Toys,USD,569.01,272.35,129,20,12.11,4.4,821,false,"toys-games,educational-toys,trending,sale,eco-friendly",03-29-2023,2023-07-16,products.csv,2026-02-11T07:14:54.110402
PRD-000325,VND-005,SKU-61202,Professional Wool Sweater,High-quality professional wool sweater perfect for everyday use.,Clothing,Accessories,USD,728.42,496.15,300,24,2.61,1.6,1766,false,"clothing,accessories,new-arrival,premium,budget-friendly",03-Sep-2022,2023-08-17,products.csv,2026-02-11T07:14:54.110402
PRD-000457,VND-001,SKU-71619,Essential Mechanical Keyboard,Premium essential mechanical keyboard designed for maximum performance.,Electronics,Tablets,USD,386.21,240.3,67,30,24.84,1.3,4168,false,"electronics,tablets,budget-friendly",01-12-2024,2024-03-10,products.csv,2026-02-11T07:14:54.110402
PRD-000262,VND-006,SKU-48289,Advanced Biography,Discover the ultimate advanced biography for your needs.,Books & Media,Entertainment,USD,29.57,10.18,252,27,7.65,1.8,4662,true,"books-media,entertainment,new-arrival,eco-friendly",03-16-2020,2020-11-27,products.csv,2026-02-11T07:14:54.110402
PRD-000351,VND-008,SKU-96540,Modern Makeup Brush Set,High-quality modern makeup brush set perfect for everyday use.,Beauty & Personal Care,Skincare,USD,835.76,391.99,375,16,3.96,2.4,2140,true,"beauty-personal-care,skincare,sale,new-arrival,eco-friendly",2023-04-13,2023-09-14,products.csv,2026-02-11T07:14:54.110402
PRD-000423,VND-007,SKU-76441,DELUXE BUILDING BLOCKS,Our DELUXE BUILDING BLOCKS combines style and functionality.,Toys & Games,Action Figures,USD,366.25,238.2,181,11,20.1,3.8,2250,true,"toys-games,action-figures,bestseller,new-arrival",2021-09-26,2022-08-23,products.csv,2026-02-11T07:14:54.110402
PRD-000363,VND-002,SKU-58196,classic tablet pro,Experience the best in electronics with our classic tablet pro.,Electronics,Smartphones,USD,358.26,147.98,274,30,10.39,1.3,2864,true,"electronics,smartphones,new-arrival,sale,budget-friendly",2024-06-30,2025-05-04,products.csv,2026-02-11T07:14:54.110402
PRD-000302,VND-002,SKU-28775,Classic Mechanical Keyboard,Experience the best in electronics with our Classic Mechanical Keyboard.,Electronics,Smartwatches,US DOLLAR,540.54,250.11,161,31,12.83,1.5,728,true,"electronics,smartwatches,budget-friendly,sale",2022/06/07,2022-12-09,products.csv,2026-02-11T07:14:54.110402
PRD-000492,VND-009,SKU-65592,Advanced Sleep Aid,Experience the best in health & wellness with our Advanced Sleep Aid.,Health & Wellness,Wellness Devices,USD,98.56,31.54,414,15,21.36,4.7,4302,true,"health-wellness,wellness-devices,new-arrival,sale",2020/03/15,2020-07-23,products.csv,2026-02-11T07:14:54.110402
PRD-000240,VND-001,SKU-69388,smart smart watch,Our smart smart watch combines style and functionality.,Electronics,Smartphones,USD,331.66,102.22,36,23,16.13,4.9,1334,false,"electronics,smartphones,sale,premium",2023/05/18,2023-12-02,products.csv,2026-02-11T07:14:54.110402
PRD-000189,VND-008,SKU-51497,Essential Nail Polish Set,High-quality essential nail polish set perfect for everyday use.,Beauty & Personal Care,Haircare,USD,306.73,198.23,436,25,15.33,4.3,3536,true,"beauty-personal-care,haircare,trending,premium,sale",26-Jan-2022,2023-01-20,products.csv,2026-02-11T07:14:54.110402
PRD-000151,VND-008,SKU-73214,Smart Hair Dryer,Discover the ultimate smart hair dryer for your needs.,Beauty & Personal Care,Personal Hygiene,USD,377.47,182.27,295,17,22.91,2.4,4245,true,"beauty-personal-care,personal-hygiene,premium,bestseller",2022/12/12,2023-08-04,products.csv,2026-02-11T07:14:54.110402
PRD-000188,VND-004,SKU-85260,Advanced Tennis Racket,High-quality advanced tennis racket perfect for everyday use.,Sports & Outdoors,Fitness Equipment,USD,838.37,505.4,350,19,7.77,4.3,3710,true,"sports-outdoors,fitness-equipment,trending,eco-friendly",2024/04/28,2025-01-25,products.csv,2026-02-11T07:14:54.110402
PRD-000306,VND-008,SKU-32913,Premium Face Mask Pack,Premium premium face mask pack designed for maximum performance.,Beauty & Personal Care,Personal Hygiene,USD,84.36,38.59,425,29,24.25,1.9,4223,false,"beauty-personal-care,personal-hygiene,eco-friendly,trending",2024-04-18,2024-05-06,products.csv,2026-02-11T07:14:54.110402
PRD-000143,VND-001,SKU-27658,Premium Smart Watch,Experience the best in electronics with our Premium Smart Watch.,Electronics,Cameras,USD,633.24,245.54,9,36,23.96,5.0,4922,true,"electronics,cameras,budget-friendly,new-arrival,eco-friendly",01-30-2024,2024-04-12,products.csv,2026-02-11T07:14:54.110402
PRD-000270,VND-004,SKU-58804,Smart Water Bottle,Premium smart water bottle designed for maximum performance.,Sports & Outdoors,Water Sports,USD,664.29,355.35,98,44,3.7,2.0,2409,false,"sports-outdoors,water-sports,new-arrival,bestseller",11-23-2023,2024-02-07,products.csv,2026-02-11T07:14:54.110402
PRD-000329,VND-004,SKU-15017,Classic Fitness Tracker,High-quality classic fitness tracker perfect for everyday use.,Sports & Outdoors,Fitness Equipment,USD,549.62,183.26,404,14,19.38,3.7,2243,true,"sports-outdoors,fitness-equipment,sale",27/08/2022,2023-03-22,products.csv,2026-02-11T07:14:54.110402
PRD-000171,VND-006,SKU-95119,Professional Children's Book,Discover the ultimate professional children's book for your needs.,Books & Media,Fiction,USD,392.65,172.26,287,32,2.29,3.0,2911,true,"books-media,fiction,new-arrival,eco-friendly",2020-02-14,2020-12-30,products.csv,2026-02-11T07:14:54.110402
PRD-000303,VND-003,SKU-66810,Professional Coffee Maker,Discover the ultimate professional coffee maker for your needs.,Home & Kitchen,Furniture,USD,979.68,364.7,178,44,14.76,1.2,4519,true,"home-kitchen,furniture,trending,eco-friendly",11-07-2024,2025-09-07,products.csv,2026-02-11T07:14:54.110402
PRD-000028,VND-006,SKU-53228,ESSENTIAL HISTORY BOOK,Discover the ultimate essential history book for your needs.,Books & Media,Fiction,USD,417.52,251.59,395,50,2.29,1.2,3621,false,"books-media,fiction,sale",2022-11-19,2022-12-15,products.csv,2026-02-11T07:14:54.110402
PRD-000394,VND-004,SKU-99393,Compact Tennis Racket,Experience the best in sports & outdoors with our Compact Tennis Racket.,Sports & Outdoors,Team Sports,USD,798.3,360.16,239,47,2.36,2.9,277,false,"sports-outdoors,team-sports,bestseller,premium,sale",24-Aug-2020,2021-02-05,products.csv,2026-02-11T07:14:54.110402
PRD-000020,VND-002,SKU-36130,Deluxe Bluetooth Speaker,Experience the best in electronics with our Deluxe Bluetooth Speaker.,Electronics,Smartphones,USD,840.83,445.91,310,34,17.52,1.4,3249,true,"electronics,smartphones,eco-friendly",2024-01-11,2024-04-21,products.csv,2026-02-11T07:14:54.110402
PRD-000289,VND-005,SKU-96309,Professional Denim Jeans,Premium professional denim jeans designed for maximum performance. - Special: café,Clothing,Accessories,USD,887.77,498.76,476,37,8.68,4.1,1397,true,"clothing,accessories,new-arrival,premium",12-02-2023,2024-03-01,products.csv,2026-02-11T07:14:54.110402
PRD-000481,VND-008,SKU-25216,SMART SUNSCREEN SPF50,High-quality smart sunscreen spf50 perfect for everyday use.,Beauty & Personal Care,Fragrances,USD,110.51,36.11,362,15,12.45,1.1,2152,true,"beauty-personal-care,fragrances,trending,budget-friendly",11-21-2023,2024-10-26,products.csv,2026-02-11T07:14:54.110402
PRD-000398,VND-001,SKU-40822,Smart Monitor Stand,Experience the best in electronics with our Smart Monitor Stand.,Electronics,Cameras,USD,375.43,117.86,108,36,16.17,2.1,1470,false,"electronics,cameras,premium,eco-friendly",07-09-2020,2020-09-30,products.csv,2026-02-11T07:14:54.110402
PRD-000320,VND-003,SKU-33838,Deluxe Cutting Board,Discover the ultimate deluxe cutting board for your needs.,Home & Kitchen,Furniture,USD,769.85,393.22,196,24,3.54,1.9,714,true,"home-kitchen,furniture,bestseller,new-arrival",15-Oct-2022,2023-02-12,products.csv,2026-02-11T07:14:54.110402
PRD-000458,VND-003,SKU-58940,PROFESSIONAL AIR FRYER,Our PROFESSIONAL AIR FRYER combines style and functionality.,Home & Kitchen,Appliances,USD,74.3,28.22,316,15,0.43,1.4,1520,true,"home-kitchen,appliances,bestseller,budget-friendly,trending",2023/04/08,2023-05-24,products.csv,2026-02-11T07:14:54.110402
PRD-000304,VND-003,SKU-30380,Modern Cookware Set,Premium modern cookware set designed for maximum performance.,Home & Kitchen,Cookware,USD,660.98,278.98,214,15,9.32,2.1,2503,false,"home-kitchen,cookware,budget-friendly,bestseller",2021/01/09,2021-08-05,products.csv,2026-02-11T07:14:54.110402
PRD-000421,VND-005,SKU-52810,Smart Wool Sweater,High-quality smart wool sweater perfect for everyday use.,Clothing,Accessories,USD,537.03,348.11,157,24,14.46,3.2,1710,false,"clothing,accessories,new-arrival,trending",23-Feb-2020,2020-06-05,products.csv,2026-02-11T07:14:54.110402
PRD-000186,VND-008,SKU-35971,Deluxe Sunscreen SPF50,Experience the best in beauty & personal care with our Deluxe Sunscreen SPF50.,Beauty & Personal Care,Makeup,USD,715.76,326.98,350,31,23.0,4.6,2660,false,"beauty-personal-care,makeup,bestseller,budget-friendly",2024/04/18,2024-12-06,products.csv,2026-02-11T07:14:54.110402
PRD-000228,VND-007,SKU-95398,Compact Stuffed Animal,Discover the ultimate compact stuffed animal for your needs.,Toys & Games,Educational Toys,USD,825.49,336.12,92,50,15.66,3.6,4364,false,"toys-games,educational-toys,eco-friendly,premium",09-Jul-2023,2024-05-18,products.csv,2026-02-11T07:14:54.110402
PRD-000199,VND-008,SKU-57044,Professional Nail Polish Set,Experience the best in beauty & personal care with our Professional Nail Polish Set.,Beauty & Personal Care,Personal Hygiene,USD,340.1,168.21,331,50,2.1,2.6,3587,false,"beauty-personal-care,personal-hygiene,bestseller",2023-02-09,2023-05-17,products.csv,2026-02-11T07:14:54.110402
PRD-000326,VND-006,SKU-57227,Essential Biography,Our Essential Biography combines style and functionality.,Books & Media,Non-Fiction,USD,627.23,313.34,254,39,1.97,4.9,2569,false,"books-media,non-fiction,new-arrival,bestseller",31/01/2020,2020-04-26,products.csv,2026-02-11T07:14:54.110402
PRD-000449,VND-008,SKU-30066,Classic Nail Polish Set,Our Classic Nail Polish Set combines style and functionality.,Beauty & Personal Care,Skincare,USD,947.34,290.82,270,20,21.8,3.7,2635,true,"beauty-personal-care,skincare,new-arrival",25/11/2020,2021-06-02,products.csv,2026-02-11T07:14:54.110402
PRD-000147,VND-001,SKU-10693,Smart USB Hub,Discover the ultimate smart usb hub for your needs.,Electronics,Headphones,USD,806.32,383.48,476,22,9.33,4.1,4244,false,"electronics,headphones,bestseller",11-Jun-2023,2023-11-04,products.csv,2026-02-11T07:14:54.110402
PRD-000082,VND-007,SKU-20082,Deluxe Outdoor Play Set,Our Deluxe Outdoor Play Set combines style and functionality.,Toys & Games,Outdoor Toys,USD,367.5,130.26,202,30,,2.7,4941,false,"toys-games,outdoor-toys,trending",2023/06/24,2024-06-13,products.csv,2026-02-11T07:14:54.110402
PRD-000402,VND-005,SKU-89281,Essential Denim Jeans,Premium essential denim jeans designed for maximum performance.,Clothing,Footwear,USD,264.28,108.55,406,12,24.87,4.7,4953,true,"clothing,footwear,premium",2024-06-24,2025-01-14,products.csv,2026-02-11T07:14:54.110402
PRD-000234,VND-004,SKU-51864,Ultra Swimming Goggles,High-quality ultra swimming goggles perfect for everyday use.,Sports & Outdoors,Cycling,USD,456.97,315.15,448,22,5.05,3.6,2144,false,"sports-outdoors,cycling,bestseller",05-Sep-2024,2025-08-30,products.csv,2026-02-11T07:14:54.110402
PRD-000178,VND-003,SKU-43175,Premium Food Processor,Our Premium Food Processor combines style and functionality.,Home & Kitchen,Cookware,USD,22.08,8.26,40,13,14.76,3.2,2859,true,"home-kitchen,cookware,budget-friendly",14/01/2020,2020-02-01,products.csv,2026-02-11T07:14:54.110402
PRD-000376,VND-008,SKU-24367,Essential Body Lotion,Our Essential Body Lotion combines style and functionality.,Beauty & Personal Care,Fragrances,USD,719.08,409.04,181,14,24.83,2.3,2578,true,"beauty-personal-care,fragrances,bestseller,premium",04/03/2024,2024-03-23,products.csv,2026-02-11T07:14:54.110402
PRD-000227,VND-004,SKU-97475,Essential Hiking Backpack,Experience the best in sports & outdoors with our Essential Hiking Backpack.,Sports & Outdoors,Water Sports,USD,346.13,116.96,147,31,19.7,4.8,2239,false,"sports-outdoors,water-sports,budget-friendly,eco-friendly,trending",31-Aug-2021,2021-10-04,products.csv,2026-02-11T07:14:54.110402
PRD-000213,VND-008,SKU-15253,Essential Sunscreen SPF50,High-quality essential sunscreen spf50 perfect for everyday use.,Beauty & Personal Care,Skincare,USD,148.02,102.18,298,35,2.4,2.8,1592,false,"beauty-personal-care,skincare,eco-friendly,budget-friendly",05-19-2024,2025-01-25,products.csv,2026-02-11T07:14:54.110402
PRD-000464,VND-008,SKU-52755,Deluxe Hair Dryer,Discover the ultimate deluxe hair dryer for your needs.,Beauty & Personal Care,Fragrances,USD,691.39,453.71,164,30,8.34,4.3,4185,false,"beauty-personal-care,fragrances,budget-friendly,new-arrival",18/03/2023,2023-05-05,products.csv,2026-02-11T07:14:54.110402
PRD-000021,VND-004,SKU-88697,Premium Fitness Tracker,Premium premium fitness tracker designed for maximum performance.,Sports & Outdoors,Team Sports,USD,807.46,441.17,215,44,-1.82,2.7,3960,true,"sports-outdoors,team-sports,budget-friendly,premium",2020/08/04,2021-03-30,products.csv,2026-02-11T07:14:54.110402
PRD-000014,VND-005,SKU-55309,Compact Denim Jeans,High-quality compact denim jeans perfect for everyday use.,Clothing,Men's Wear,USD,731.25,429.9,473,29,-6.44,4.7,4154,false,"clothing,men's-wear,trending,sale,budget-friendly",07/11/2023,2024-04-13,products.csv,2026-02-11T07:14:54.110402
